Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,78329,Ibuprofen,IBUPROFEN,20141101,Nonsteroidal Anti-inflammatory Drug,,BIOMES PHARMACEUTICALS LLC,2009/05/02-,69150-800,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e87089e0-46c4-4fa4-b16e-d74eb7834fe2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e87089e0-46c4-4fa4-b16e-d74eb7834fe2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e87089e0-46c4-4fa4-b16e-d74eb7834fe2,e87089e0-46c4-4fa4-b16e-d74eb7834fe2
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,78329,Ibuprofen,IBUPROFEN,20141101,Nonsteroidal Anti-inflammatory Drug,,BIOMES PHARMACEUTICALS LLC,2009/05/02-,69150-400,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a206793a-b8a1-4e47-99a4-7a76c7e2e43d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a206793a-b8a1-4e47-99a4-7a76c7e2e43d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a206793a-b8a1-4e47-99a4-7a76c7e2e43d,a206793a-b8a1-4e47-99a4-7a76c7e2e43d
HUMAN OTC DRUG LABEL,"TABLET, COATED",ORAL,ANDA,79129,Ibuprofen,IBUPROFEN,20141031,Nonsteroidal Anti-inflammatory Drug,,CHAIN DRUG MARKETING ASSOCIATION,2012/08/27-,63868-983,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3804de95-0c5e-4d90-8cc4-0095cadfff04/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3804de95-0c5e-4d90-8cc4-0095cadfff04,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3804de95-0c5e-4d90-8cc4-0095cadfff04,3804de95-0c5e-4d90-8cc4-0095cadfff04
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90796,Ibuprofen,IBUPROFEN,20140930,Nonsteroidal Anti-inflammatory Drug,,NORTHWIND PHARMACEUTICALS LLC,2014/08/14-,51655-050,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/840f2617-a3ba-4682-bca6-e73ac9ddd29d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=840f2617-a3ba-4682-bca6-e73ac9ddd29d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=840f2617-a3ba-4682-bca6-e73ac9ddd29d,840f2617-a3ba-4682-bca6-e73ac9ddd29d
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75010,Ibuprofen,IBUPROFEN,20140718,Nonsteroidal Anti-inflammatory Drug,,BRYANT RANCH PREPACK,2004/01/01-,63629-1467,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8fafa916-733a-4c7d-99da-6ca2ed54e1e4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8fafa916-733a-4c7d-99da-6ca2ed54e1e4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8fafa916-733a-4c7d-99da-6ca2ed54e1e4,8fafa916-733a-4c7d-99da-6ca2ed54e1e4
HUMAN OTC DRUG LABEL,"CAPSULE, LIQUID FILLED",ORAL,ANDA,79205,Equate Ibuprofen,IBUPROFEN,20140701,Nonsteroidal Anti-inflammatory Drug,,WALMART STORES INC,2014/07/02-,49035-133,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f1f051d8-b8d8-4afd-84d8-82a59d9fa4fb/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f1f051d8-b8d8-4afd-84d8-82a59d9fa4fb,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f1f051d8-b8d8-4afd-84d8-82a59d9fa4fb,f1f051d8-b8d8-4afd-84d8-82a59d9fa4fb
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20140520,Nonsteroidal Anti-inflammatory Drug,,NORTHWIND PHARMACEUTICALS,2014/05/20-,51655-049,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e10fbd55-cfcd-4b0a-b599-2ff2e1f08dce/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e10fbd55-cfcd-4b0a-b599-2ff2e1f08dce,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e10fbd55-cfcd-4b0a-b599-2ff2e1f08dce,e10fbd55-cfcd-4b0a-b599-2ff2e1f08dce
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20140303,Nonsteroidal Anti-inflammatory Drug,,APOTHECA INC,2014/02/14-,12634-518,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3fd625e4-0d06-4efb-abd1-42281e7a6af0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3fd625e4-0d06-4efb-abd1-42281e7a6af0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3fd625e4-0d06-4efb-abd1-42281e7a6af0,3fd625e4-0d06-4efb-abd1-42281e7a6af0
HUMAN OTC DRUG LABEL,"TABLET, CHEWABLE",ORAL,ANDA,76359,Good Sense ibuprofen,IBUPROFEN,20131106,Nonsteroidal Anti-inflammatory Drug,,DISPENSING SOLUTIONS INC,2004/11/09-,68258-2994,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/56cb55bf-3fd8-4613-bc45-73e53204dc97/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56cb55bf-3fd8-4613-bc45-73e53204dc97,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=56cb55bf-3fd8-4613-bc45-73e53204dc97,56cb55bf-3fd8-4613-bc45-73e53204dc97
HUMAN OTC DRUG LABEL,"CAPSULE, LIQUID FILLED",ORAL,ANDA,79205,IBUPROFEN,IBUPROFEN,20130820,Nonsteroidal Anti-inflammatory Drug,,J P BUSINESS ENTERPRISE,2013/08/20-,59105-002,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5217f323-8847-425f-95b7-eecc84e558b1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5217f323-8847-425f-95b7-eecc84e558b1,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5217f323-8847-425f-95b7-eecc84e558b1,5217f323-8847-425f-95b7-eecc84e558b1
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20130820,Nonsteroidal Anti-inflammatory Drug,,TYA PHARMACEUTICALS,2009/11/23-,64725-0465,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e8aaf5c2-40ef-44f8-acd4-f69e303a60d1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e8aaf5c2-40ef-44f8-acd4-f69e303a60d1,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e8aaf5c2-40ef-44f8-acd4-f69e303a60d1,e8aaf5c2-40ef-44f8-acd4-f69e303a60d1
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20130702,Nonsteroidal Anti-inflammatory Drug,,DISPENSING SOLUTIONS INC,2009/11/23-,66336-030; 66336-430; 66336-556,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8a187e32-4db8-4cd2-b619-f97c9b312d5a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8a187e32-4db8-4cd2-b619-f97c9b312d5a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8a187e32-4db8-4cd2-b619-f97c9b312d5a,8a187e32-4db8-4cd2-b619-f97c9b312d5a
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91237,Ibuprofen,IBUPROFEN,20130701,Nonsteroidal Anti-inflammatory Drug,,POLYGEN PHARMACEUTICALS LLC,2013/07/02-,52605-120,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a5e2a7fd-dc7e-4f1b-9436-41b9834caaab/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5e2a7fd-dc7e-4f1b-9436-41b9834caaab,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a5e2a7fd-dc7e-4f1b-9436-41b9834caaab,a5e2a7fd-dc7e-4f1b-9436-41b9834caaab
HUMAN OTC DRUG LABEL,"TABLET, COATED",ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20130627,Nonsteroidal Anti-inflammatory Drug,,POLYGEN PHARMACEUTICALS LLC,2012/06/05-,52605-114; 52605-117,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/00bc1e01-f90e-444d-b7d6-807797a1d136/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00bc1e01-f90e-444d-b7d6-807797a1d136,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=00bc1e01-f90e-444d-b7d6-807797a1d136,00bc1e01-f90e-444d-b7d6-807797a1d136
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91237,Ibuprofen,IBUPROFEN,20130618,Nonsteroidal Anti-inflammatory Drug,,DISCOUNT DRUG MART,2013/06/20-,53943-115,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f5312ee8-5fef-4c62-af83-0f8ef81bdd53/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5312ee8-5fef-4c62-af83-0f8ef81bdd53,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f5312ee8-5fef-4c62-af83-0f8ef81bdd53,f5312ee8-5fef-4c62-af83-0f8ef81bdd53
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20130530,Nonsteroidal Anti-inflammatory Drug,,KINRAY,2011/07/25-,61715-061,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a74cfe5d-0249-4925-83d3-e8bb233ec05c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a74cfe5d-0249-4925-83d3-e8bb233ec05c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a74cfe5d-0249-4925-83d3-e8bb233ec05c,a74cfe5d-0249-4925-83d3-e8bb233ec05c
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20130530,Nonsteroidal Anti-inflammatory Drug,,KINRAY,2011/07/25-,61715-059,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d01782d0-5019-48a2-af66-0f0c03cf95e2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d01782d0-5019-48a2-af66-0f0c03cf95e2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d01782d0-5019-48a2-af66-0f0c03cf95e2,d01782d0-5019-48a2-af66-0f0c03cf95e2
HUMAN OTC DRUG LABEL,"CAPSULE, LIQUID FILLED",ORAL,ANDA,78682,Ibuprofen,IBUPROFEN,20130517,Nonsteroidal Anti-inflammatory Drug,,OUR FAMILY NASH FINCH COMPANY,2013/04/30-,70253-199,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3287239c-ee9d-45c3-955b-6f5be3d2aa5c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3287239c-ee9d-45c3-955b-6f5be3d2aa5c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3287239c-ee9d-45c3-955b-6f5be3d2aa5c,3287239c-ee9d-45c3-955b-6f5be3d2aa5c
HUMAN OTC DRUG LABEL,"TABLET, COATED",ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20130517,Nonsteroidal Anti-inflammatory Drug,,WEEKS AND LEO CO INC,2013/05/17-,11383-151,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/70453c76-7f71-4edb-9c67-3741dc21d1d1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=70453c76-7f71-4edb-9c67-3741dc21d1d1,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=70453c76-7f71-4edb-9c67-3741dc21d1d1,70453c76-7f71-4edb-9c67-3741dc21d1d1
HUMAN OTC DRUG LABEL,"TABLET, COATED",ORAL,ANDA,91239,Ibuprofen,IBUPROFEN,20130516,Nonsteroidal Anti-inflammatory Drug,,VELOCITY PHARMA,2012/07/01-,76168-012,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/83cd5cd5-94e0-4d2c-b6f9-bd1a113643ab/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=83cd5cd5-94e0-4d2c-b6f9-bd1a113643ab,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=83cd5cd5-94e0-4d2c-b6f9-bd1a113643ab,83cd5cd5-94e0-4d2c-b6f9-bd1a113643ab
HUMAN OTC DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,79129,Preferred Plus Ibuprofen,IBUPROFEN,20130511,Nonsteroidal Anti-inflammatory Drug,,KINRAY INC,2013/05/11-,61715-057,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/190deb85-92e2-4904-9e69-df0dd3b6be40/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=190deb85-92e2-4904-9e69-df0dd3b6be40,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=190deb85-92e2-4904-9e69-df0dd3b6be40,190deb85-92e2-4904-9e69-df0dd3b6be40
HUMAN OTC DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91237,Ibuprofen,IBUPROFEN,20130429,Nonsteroidal Anti-inflammatory Drug,,CHAIN DRUG CONSORTIUM LLC,2013/05/07-,68016-295,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/733d3671-2924-49d3-ad1d-c577a441ace8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=733d3671-2924-49d3-ad1d-c577a441ace8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=733d3671-2924-49d3-ad1d-c577a441ace8,733d3671-2924-49d3-ad1d-c577a441ace8
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91355,Ibuprofen,IBUPROFEN,20130326,Nonsteroidal Anti-inflammatory Drug,,KINRAY,2011/11/22-,61715-018,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5039de5c-a49a-4b99-9463-25f502e76534/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5039de5c-a49a-4b99-9463-25f502e76534,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5039de5c-a49a-4b99-9463-25f502e76534,5039de5c-a49a-4b99-9463-25f502e76534
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,75139,Help I Have an Aching Body,IBUPROFEN,20130305,Nonsteroidal Anti-inflammatory Drug,,HELP REMEDIES INC,2009/07/01-,49260-615,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/845b4bca-fb49-4a98-8ddf-b44320850d84/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=845b4bca-fb49-4a98-8ddf-b44320850d84,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=845b4bca-fb49-4a98-8ddf-b44320850d84,845b4bca-fb49-4a98-8ddf-b44320850d84
HUMAN OTC DRUG LABEL,SUSPENSION,ORAL,ANDA,76925,Ibuprofen,IBUPROFEN,20130215,Nonsteroidal Anti-inflammatory Drug,,PHYSICIANS TOTAL CARE INC,2000/09/12-,54868-4342,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/84c2b3e4-366c-433e-8a5e-14d606c5201e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=84c2b3e4-366c-433e-8a5e-14d606c5201e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=84c2b3e4-366c-433e-8a5e-14d606c5201e,84c2b3e4-366c-433e-8a5e-14d606c5201e
HUMAN OTC DRUG LABEL,"CAPSULE, LIQUID FILLED",ORAL,ANDA,78682,Ibuprofen,IBUPROFEN,20121217,Nonsteroidal Anti-inflammatory Drug,,SHOPKO STORES OPERATING CO LLC,2010/07/09-,37012-199,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/035db1ab-0c4d-4465-a71d-5e9cf228aa1a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=035db1ab-0c4d-4465-a71d-5e9cf228aa1a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=035db1ab-0c4d-4465-a71d-5e9cf228aa1a,035db1ab-0c4d-4465-a71d-5e9cf228aa1a
HUMAN OTC DRUG LABEL,"TABLET, COATED",ORAL,ANDA,79174,Ibuprofen,IBUPROFEN,20121017,Nonsteroidal Anti-inflammatory Drug,,WESTERN FAMILY FOODS INC,2011/09/01-,55312-219,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2a8d1e14-ffb6-49ad-95b0-ad3fe34bfc49/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2a8d1e14-ffb6-49ad-95b0-ad3fe34bfc49,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2a8d1e14-ffb6-49ad-95b0-ad3fe34bfc49,2a8d1e14-ffb6-49ad-95b0-ad3fe34bfc49
HUMAN OTC DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,75010,Ibuprofen,IBUPROFEN,20121016,Nonsteroidal Anti-inflammatory Drug,,REBEL DISTRIBUTORS CORP,2004/01/01-,42254-315,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c9d22362-e442-4690-9aa9-9d34aef09504/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c9d22362-e442-4690-9aa9-9d34aef09504,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c9d22362-e442-4690-9aa9-9d34aef09504,c9d22362-e442-4690-9aa9-9d34aef09504
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91239,Pain Relief Anti inflammatory,IBUPROFEN,20121015,Nonsteroidal Anti-inflammatory Drug,,SELECT CORPORATION,2012/10/15-,52904-486,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/87178ec8-6777-4c6c-accb-6138ec4968d4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=87178ec8-6777-4c6c-accb-6138ec4968d4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=87178ec8-6777-4c6c-accb-6138ec4968d4,87178ec8-6777-4c6c-accb-6138ec4968d4
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,91239,Pain Relief,IBUPROFEN,20121015,Nonsteroidal Anti-inflammatory Drug,,SELECT CORPORATION,2012/10/15-,52904-447,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/87feec83-7b0a-41b5-972f-80592bab7c2d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=87feec83-7b0a-41b5-972f-80592bab7c2d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=87feec83-7b0a-41b5-972f-80592bab7c2d,87feec83-7b0a-41b5-972f-80592bab7c2d
HUMAN PRESCRIPTION DRUG LABEL,SUSPENSION,ORAL,ANDA,76925,IBUPROFEN,IBUPROFEN,20121012,Nonsteroidal Anti-inflammatory Drug,,STAT RX USA LLC,2004/12/08-,16590-422,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f7a198ed-e7f1-47bd-a70f-cb637ccf4814/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f7a198ed-e7f1-47bd-a70f-cb637ccf4814,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f7a198ed-e7f1-47bd-a70f-cb637ccf4814,f7a198ed-e7f1-47bd-a70f-cb637ccf4814
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,79174,Ibuprofen,IBUPROFEN,20121009,Nonsteroidal Anti-inflammatory Drug,,WESTERN FAMILY FOODS INC,2012/07/05-,55312-218,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/523bef75-c20a-4cfd-8d31-725bafae6df8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=523bef75-c20a-4cfd-8d31-725bafae6df8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=523bef75-c20a-4cfd-8d31-725bafae6df8,523bef75-c20a-4cfd-8d31-725bafae6df8
HUMAN OTC DRUG LABEL,TABLET,ORAL,ANDA,79174,Ibuprofen,IBUPROFEN,20121009,Nonsteroidal Anti-inflammatory Drug,,WESTERN FAMILY FOODS INC,2011/12/15-,55312-216,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/baa437dd-b89d-44d9-9a05-543849933127/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=baa437dd-b89d-44d9-9a05-543849933127,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=baa437dd-b89d-44d9-9a05-543849933127,baa437dd-b89d-44d9-9a05-543849933127
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20120906,Nonsteroidal Anti-inflammatory Drug,,MED HEALTH PHARMA LLC,2012/10/01-,51138-039,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/912c536b-0d0c-4a9f-8778-c1534ceca658/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=912c536b-0d0c-4a9f-8778-c1534ceca658,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=912c536b-0d0c-4a9f-8778-c1534ceca658,912c536b-0d0c-4a9f-8778-c1534ceca658
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20120906,Nonsteroidal Anti-inflammatory Drug,,AIDAREX PHARMACEUTICALS LLC,2009/11/23-,33261-061; 33261-062; 33261-155,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c22b75cb-c744-4233-bbf8-b220526daad8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c22b75cb-c744-4233-bbf8-b220526daad8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c22b75cb-c744-4233-bbf8-b220526daad8,c22b75cb-c744-4233-bbf8-b220526daad8
HUMAN OTC DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,72096,Ibuprofen,IBUPROFEN,20120905,Nonsteroidal Anti-inflammatory Drug,,AIDAREX PHARMACEUTICALS LLC,1994/08/16-,33261-060,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/166f18b9-b240-4af7-a6a1-029cfabfc052/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=166f18b9-b240-4af7-a6a1-029cfabfc052,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=166f18b9-b240-4af7-a6a1-029cfabfc052,166f18b9-b240-4af7-a6a1-029cfabfc052
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78558,Ibuprofen,IBUPROFEN,20120724,Nonsteroidal Anti-inflammatory Drug,,MEDSOURCE PHARMACEUTICALS,2009/11/23-,45865-373,WK2XYI10QM,IBUPROFEN,IBUPROFEN,WK2XYI10QM,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7b0f3f87-751a-4cc3-9b9a-95bedfd7c5e0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b0f3f87-751a-4cc3-9b9a-95bedfd7c5e0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7b0f3f87-751a-4cc3-9b9a-95bedfd7c5e0,7b0f3f87-751a-4cc3-9b9a-95bedfd7c5e0
